row number #1,row number #2,row number #3,row number #4,date #1,date #2,date #3,date # 4,date # 5,date # 6,date # 7,day of week #1,day of week #2,day of week #3,short string #1,short string #2,short string #3,short string #4,short string #5,short string #6,gender #1,gender #2,gender #3,row number #1 2,row number #2 2,row number #3 2,row number #4 2,date #1 2,date #2 2,date #3 2,date # 4 2,date # 5 2,date # 6 2,date # 7 2,day of week #1 2,day of week #2 2,day of week #3 2,short string #1 2,short string #2 2,short string #3 2,short string #4 2,short string #5 2,short string #6 2,gender #1 2,gender #2 2,gender #3 2,row number #1 3,row number #2 3,row number #3 3,row number #4 3,date #1 3,date #2 3,date #3 3,date # 4 3,date # 5 3,date # 6 3,date # 7 3,day of week #1 3,day of week #2 3,day of week #3 3,short string #1 3,short string #2 3,short string #3 3,short string #4 3,short string #5 3,short string #6 3,gender #1 3,gender #2 3,gender #3 3
64,064,100064,Record # :064,3/5/13,11/12/13,11/12/13,3-5-13,11-12-13,11-12-13,2013-03-05,Tuesday,Tue,Tuesday,AAAA,NNNN,aaaa,nnnn,AAAA,,f,g,g,64,064,100064,Record # :064,3/5/13,11/12/13,11/12/13,3-5-13,11-12-13,11-12-13,2013-03-05,Tuesday,Tue,Tuesday,AAAA,NNNN,aaaa,nnnn,AAAA,,f,g,g,64,064,100064,Record # :064,3/5/13,11/12/13,11/12/13,3-5-13,11-12-13,11-12-13,2013-03-05,Tuesday,Tue,Tuesday,AAAA,NNNN,aaaa,nnnn,AAAA,,f,g,g
65,065,100065,Record # :065,3/6/13,11/12/13,11/12/13,3-6-13,11-12-13,11-12-13,2013-03-06,Wednesday,Wed,Wednesday,AAAA,OOOO,aaaa,oooo,AAAA,,m,m,male,65,065,100065,Record # :065,3/6/13,11/12/13,11/12/13,3-6-13,11-12-13,11-12-13,2013-03-06,Wednesday,Wed,Wednesday,AAAA,OOOO,aaaa,oooo,AAAA,,m,m,male,65,065,100065,Record # :065,3/6/13,11/12/13,11/12/13,3-6-13,11-12-13,11-12-13,2013-03-06,Wednesday,Wed,Wednesday,AAAA,OOOO,aaaa,oooo,AAAA,,m,m,male
66,066,100066,Record # :066,3/7/13,11/12/13,11/12/13,3-7-13,11-12-13,11-12-13,2013-03-07,Thursday,Thu,Thursday,AAAA,PPPP,aaaa,pppp,AAAA,,f,f,female,66,066,100066,Record # :066,3/7/13,11/12/13,11/12/13,3-7-13,11-12-13,11-12-13,2013-03-07,Thursday,Thu,Thursday,AAAA,PPPP,aaaa,pppp,AAAA,,f,f,female,66,066,100066,Record # :066,3/7/13,11/12/13,11/12/13,3-7-13,11-12-13,11-12-13,2013-03-07,Thursday,Thu,Thursday,AAAA,PPPP,aaaa,pppp,AAAA,,f,f,female
67,067,100067,Record # :067,3/8/13,11/12/13,11/12/13,3-8-13,11-12-13,11-12-13,2013-03-08,Friday,Fri,Friday,AAAA,QQQQ,aaaa,qqqq,AAAA,,m,b,boy,67,067,100067,Record # :067,3/8/13,11/12/13,11/12/13,3-8-13,11-12-13,11-12-13,2013-03-08,Friday,Fri,Friday,AAAA,QQQQ,aaaa,qqqq,AAAA,,m,b,boy,67,067,100067,Record # :067,3/8/13,11/12/13,11/12/13,3-8-13,11-12-13,11-12-13,2013-03-08,Friday,Fri,Friday,AAAA,QQQQ,aaaa,qqqq,AAAA,,m,b,boy
68,068,100068,Record # :068,3/9/13,11/12/13,11/12/13,3-9-13,11-12-13,11-12-13,2013-03-09,Saturday,Sat,Saturday,AAAA,RRRR,aaaa,rrrr,AAAA,,f,g,girl,68,068,100068,Record # :068,3/9/13,11/12/13,11/12/13,3-9-13,11-12-13,11-12-13,2013-03-09,Saturday,Sat,Saturday,AAAA,RRRR,aaaa,rrrr,AAAA,,f,g,girl,68,068,100068,Record # :068,3/9/13,11/12/13,11/12/13,3-9-13,11-12-13,11-12-13,2013-03-09,Saturday,Sat,Saturday,AAAA,RRRR,aaaa,rrrr,AAAA,,f,g,girl
69,069,100069,Record # :069,3/10/13,11/12/13,11/12/13,3-10-13,11-12-13,not a date,2013-03-10,Sunday,Sun,Sunday,AAAA,SSSS,aaaa,ssss,AAAA,,m,m,man,69,069,100069,Record # :069,3/10/13,11/12/13,11/12/13,3-10-13,11-12-13,not a date,2013-03-10,Sunday,Sun,Sunday,AAAA,SSSS,aaaa,ssss,AAAA,,m,m,man,69,069,100069,Record # :069,3/10/13,11/12/13,11/12/13,3-10-13,11-12-13,not a date,2013-03-10,Sunday,Sun,Sunday,AAAA,SSSS,aaaa,ssss,AAAA,,m,m,man
70,070,100070,Record # :070,3/11/13,11/12/13,not a date,3-11-13,11-12-13,not a date,2013-03-11,Monday,Mon,BadDay,AAAA,TTTT,aaaa,tttt,AAAA,,f,f,friend,70,070,100070,Record # :070,3/11/13,11/12/13,not a date,3-11-13,11-12-13,not a date,2013-03-11,Monday,Mon,BadDay,AAAA,TTTT,aaaa,tttt,AAAA,,f,f,friend,70,070,100070,Record # :070,3/11/13,11/12/13,not a date,3-11-13,11-12-13,not a date,2013-03-11,Monday,Mon,BadDay,AAAA,TTTT,aaaa,tttt,AAAA,,f,f,friend
71,071,100071,Record # :071,3/12/13,11/12/13,11/12/13,3-12-13,11-12-13,11-12-13,2013-03-12,Tuesday,Tue,Tuesday,AAAA,UUUU,aaaa,uuuu,AAAA,,m,b,m,71,071,100071,Record # :071,3/12/13,11/12/13,11/12/13,3-12-13,11-12-13,11-12-13,2013-03-12,Tuesday,Tue,Tuesday,AAAA,UUUU,aaaa,uuuu,AAAA,,m,b,m,71,071,100071,Record # :071,3/12/13,11/12/13,11/12/13,3-12-13,11-12-13,11-12-13,2013-03-12,Tuesday,Tue,Tuesday,AAAA,UUUU,aaaa,uuuu,AAAA,,m,b,m
72,072,100072,Record # :072,3/13/13,11/12/13,11/12/13,3-13-13,11-12-13,11-12-13,2013-03-13,Wednesday,Wed,Wednesday,AAAA,VVVV,aaaa,vvvv,AAAA,,f,g,f,72,072,100072,Record # :072,3/13/13,11/12/13,11/12/13,3-13-13,11-12-13,11-12-13,2013-03-13,Wednesday,Wed,Wednesday,AAAA,VVVV,aaaa,vvvv,AAAA,,f,g,f,72,072,100072,Record # :072,3/13/13,11/12/13,11/12/13,3-13-13,11-12-13,11-12-13,2013-03-13,Wednesday,Wed,Wednesday,AAAA,VVVV,aaaa,vvvv,AAAA,,f,g,f
73,073,100073,Record # :073,3/14/13,11/12/13,11/12/13,3-14-13,11-12-13,11-12-13,2013-03-14,Thursday,Thu,Thursday,AAAA,WWWW,aaaa,wwww,AAAA,,m,m,b,73,073,100073,Record # :073,3/14/13,11/12/13,11/12/13,3-14-13,11-12-13,11-12-13,2013-03-14,Thursday,Thu,Thursday,AAAA,WWWW,aaaa,wwww,AAAA,,m,m,b,73,073,100073,Record # :073,3/14/13,11/12/13,11/12/13,3-14-13,11-12-13,11-12-13,2013-03-14,Thursday,Thu,Thursday,AAAA,WWWW,aaaa,wwww,AAAA,,m,m,b
74,074,100074,Record # :074,3/15/13,11/12/13,11/12/13,3-15-13,11-12-13,11-12-13,2013-03-15,Friday,Fri,Friday,AAAA,XXXX,aaaa,xxxx,AAAA,,f,f,g,74,074,100074,Record # :074,3/15/13,11/12/13,11/12/13,3-15-13,11-12-13,11-12-13,2013-03-15,Friday,Fri,Friday,AAAA,XXXX,aaaa,xxxx,AAAA,,f,f,g,74,074,100074,Record # :074,3/15/13,11/12/13,11/12/13,3-15-13,11-12-13,11-12-13,2013-03-15,Friday,Fri,Friday,AAAA,XXXX,aaaa,xxxx,AAAA,,f,f,g
75,075,100075,Record # :075,3/16/13,11/12/13,11/12/13,3-16-13,11-12-13,11-12-13,2013-03-16,Saturday,Sat,BadDay,AAAA,YYYY,aaaa,yyyy,notuc,,m,b,male,75,075,100075,Record # :075,3/16/13,11/12/13,11/12/13,3-16-13,11-12-13,11-12-13,2013-03-16,Saturday,Sat,BadDay,AAAA,YYYY,aaaa,yyyy,notuc,,m,b,male,75,075,100075,Record # :075,3/16/13,11/12/13,11/12/13,3-16-13,11-12-13,11-12-13,2013-03-16,Saturday,Sat,BadDay,AAAA,YYYY,aaaa,yyyy,notuc,,m,b,male
76,076,100076,Record # :076,3/17/13,11/12/13,11/12/13,3-17-13,11-12-13,11-12-13,2013-03-17,Sunday,Sun,Sunday,AAAA,AAAA,aaaa,aaaa,AAAA,,f,g,female,76,076,100076,Record # :076,3/17/13,11/12/13,11/12/13,3-17-13,11-12-13,11-12-13,2013-03-17,Sunday,Sun,Sunday,AAAA,AAAA,aaaa,aaaa,AAAA,,f,g,female,76,076,100076,Record # :076,3/17/13,11/12/13,11/12/13,3-17-13,11-12-13,11-12-13,2013-03-17,Sunday,Sun,Sunday,AAAA,AAAA,aaaa,aaaa,AAAA,,f,g,female
77,077,100077,Record # :077,3/18/13,11/12/13,11/12/13,3-18-13,11-12-13,11-12-13,2013-03-18,Monday,Mon,Monday,AAAA,BBBB,aaaa,bbbb,AAAA,,m,m,boy,77,077,100077,Record # :077,3/18/13,11/12/13,11/12/13,3-18-13,11-12-13,11-12-13,2013-03-18,Monday,Mon,Monday,AAAA,BBBB,aaaa,bbbb,AAAA,,m,m,boy,77,077,100077,Record # :077,3/18/13,11/12/13,11/12/13,3-18-13,11-12-13,11-12-13,2013-03-18,Monday,Mon,Monday,AAAA,BBBB,aaaa,bbbb,AAAA,,m,m,boy
78,078,100078,Record # :078,3/19/13,11/12/13,11/12/13,3-19-13,11-12-13,11-12-13,2013-03-19,Tuesday,Tue,Tuesday,AAAA,CCCC,aaaa,cccc,AAAA,,f,f,girl,78,078,100078,Record # :078,3/19/13,11/12/13,11/12/13,3-19-13,11-12-13,11-12-13,2013-03-19,Tuesday,Tue,Tuesday,AAAA,CCCC,aaaa,cccc,AAAA,,f,f,girl,78,078,100078,Record # :078,3/19/13,11/12/13,11/12/13,3-19-13,11-12-13,11-12-13,2013-03-19,Tuesday,Tue,Tuesday,AAAA,CCCC,aaaa,cccc,AAAA,,f,f,girl
79,079,100079,Record # :079,3/20/13,11/12/13,11/12/13,3-20-13,11-12-13,not a date,2013-03-20,Wednesday,Wed,Wednesday,AAAA,DDDD,aaaa,dddd,AAAA,,m,b,man,79,079,100079,Record # :079,3/20/13,11/12/13,11/12/13,3-20-13,11-12-13,not a date,2013-03-20,Wednesday,Wed,Wednesday,AAAA,DDDD,aaaa,dddd,AAAA,,m,b,man,79,079,100079,Record # :079,3/20/13,11/12/13,11/12/13,3-20-13,11-12-13,not a date,2013-03-20,Wednesday,Wed,Wednesday,AAAA,DDDD,aaaa,dddd,AAAA,,m,b,man
80,080,100080,Record # :080,3/21/13,11/12/13,not a date,3-21-13,11-12-13,not a date,2013-03-21,Thursday,Thu,BadDay,AAAA,EEEE,aaaa,eeee,AAAA,,f,g,friend,80,080,100080,Record # :080,3/21/13,11/12/13,not a date,3-21-13,11-12-13,not a date,2013-03-21,Thursday,Thu,BadDay,AAAA,EEEE,aaaa,eeee,AAAA,,f,g,friend,80,080,100080,Record # :080,3/21/13,11/12/13,not a date,3-21-13,11-12-13,not a date,2013-03-21,Thursday,Thu,BadDay,AAAA,EEEE,aaaa,eeee,AAAA,,f,g,friend
81,081,100081,Record # :081,3/22/13,11/12/13,11/12/13,3-22-13,11-12-13,11-12-13,2013-03-22,Friday,Fri,Friday,AAAA,FFFF,aaaa,ffff,AAAA,,m,m,m,81,081,100081,Record # :081,3/22/13,11/12/13,11/12/13,3-22-13,11-12-13,11-12-13,2013-03-22,Friday,Fri,Friday,AAAA,FFFF,aaaa,ffff,AAAA,,m,m,m,81,081,100081,Record # :081,3/22/13,11/12/13,11/12/13,3-22-13,11-12-13,11-12-13,2013-03-22,Friday,Fri,Friday,AAAA,FFFF,aaaa,ffff,AAAA,,m,m,m
82,082,100082,Record # :082,3/23/13,11/12/13,11/12/13,3-23-13,11-12-13,11-12-13,2013-03-23,Saturday,Sat,Saturday,AAAA,GGGG,aaaa,gggg,AAAA,,f,f,f,82,082,100082,Record # :082,3/23/13,11/12/13,11/12/13,3-23-13,11-12-13,11-12-13,2013-03-23,Saturday,Sat,Saturday,AAAA,GGGG,aaaa,gggg,AAAA,,f,f,f,82,082,100082,Record # :082,3/23/13,11/12/13,11/12/13,3-23-13,11-12-13,11-12-13,2013-03-23,Saturday,Sat,Saturday,AAAA,GGGG,aaaa,gggg,AAAA,,f,f,f
83,083,100083,Record # :083,3/24/13,11/12/13,11/12/13,3-24-13,11-12-13,11-12-13,2013-03-24,Sunday,Sun,Sunday,AAAA,HHHH,aaaa,hhhh,AAAA,,m,b,b,83,083,100083,Record # :083,3/24/13,11/12/13,11/12/13,3-24-13,11-12-13,11-12-13,2013-03-24,Sunday,Sun,Sunday,AAAA,HHHH,aaaa,hhhh,AAAA,,m,b,b,83,083,100083,Record # :083,3/24/13,11/12/13,11/12/13,3-24-13,11-12-13,11-12-13,2013-03-24,Sunday,Sun,Sunday,AAAA,HHHH,aaaa,hhhh,AAAA,,m,b,b
84,084,100084,Record # :084,3/25/13,11/12/13,11/12/13,3-25-13,11-12-13,11-12-13,2013-03-25,Monday,Mon,Monday,AAAA,IIII,aaaa,iiii,AAAA,,f,g,g,84,084,100084,Record # :084,3/25/13,11/12/13,11/12/13,3-25-13,11-12-13,11-12-13,2013-03-25,Monday,Mon,Monday,AAAA,IIII,aaaa,iiii,AAAA,,f,g,g,84,084,100084,Record # :084,3/25/13,11/12/13,11/12/13,3-25-13,11-12-13,11-12-13,2013-03-25,Monday,Mon,Monday,AAAA,IIII,aaaa,iiii,AAAA,,f,g,g
85,085,100085,Record # :085,3/26/13,11/12/13,11/12/13,3-26-13,11-12-13,11-12-13,2013-03-26,Tuesday,Tue,Tuesday,AAAA,JJJJ,aaaa,jjjj,AAAA,,m,m,male,85,085,100085,Record # :085,3/26/13,11/12/13,11/12/13,3-26-13,11-12-13,11-12-13,2013-03-26,Tuesday,Tue,Tuesday,AAAA,JJJJ,aaaa,jjjj,AAAA,,m,m,male,85,085,100085,Record # :085,3/26/13,11/12/13,11/12/13,3-26-13,11-12-13,11-12-13,2013-03-26,Tuesday,Tue,Tuesday,AAAA,JJJJ,aaaa,jjjj,AAAA,,m,m,male
86,086,100086,Record # :086,3/27/13,11/12/13,11/12/13,3-27-13,11-12-13,11-12-13,2013-03-27,Wednesday,Wed,Wednesday,AAAA,KKKK,aaaa,kkkk,AAAA,,f,f,female,86,086,100086,Record # :086,3/27/13,11/12/13,11/12/13,3-27-13,11-12-13,11-12-13,2013-03-27,Wednesday,Wed,Wednesday,AAAA,KKKK,aaaa,kkkk,AAAA,,f,f,female,86,086,100086,Record # :086,3/27/13,11/12/13,11/12/13,3-27-13,11-12-13,11-12-13,2013-03-27,Wednesday,Wed,Wednesday,AAAA,KKKK,aaaa,kkkk,AAAA,,f,f,female
87,087,100087,Record # :087,3/28/13,11/12/13,11/12/13,3-28-13,11-12-13,11-12-13,2013-03-28,Thursday,Thu,Thursday,AAAA,LLLL,aaaa,llll,AAAA,,m,b,boy,87,087,100087,Record # :087,3/28/13,11/12/13,11/12/13,3-28-13,11-12-13,11-12-13,2013-03-28,Thursday,Thu,Thursday,AAAA,LLLL,aaaa,llll,AAAA,,m,b,boy,87,087,100087,Record # :087,3/28/13,11/12/13,11/12/13,3-28-13,11-12-13,11-12-13,2013-03-28,Thursday,Thu,Thursday,AAAA,LLLL,aaaa,llll,AAAA,,m,b,boy
88,088,100088,Record # :088,3/29/13,11/12/13,11/12/13,3-29-13,11-12-13,11-12-13,2013-03-29,Friday,Fri,Friday,AAAA,MMMM,aaaa,mmmm,AAAA,,f,g,girl,88,088,100088,Record # :088,3/29/13,11/12/13,11/12/13,3-29-13,11-12-13,11-12-13,2013-03-29,Friday,Fri,Friday,AAAA,MMMM,aaaa,mmmm,AAAA,,f,g,girl,88,088,100088,Record # :088,3/29/13,11/12/13,11/12/13,3-29-13,11-12-13,11-12-13,2013-03-29,Friday,Fri,Friday,AAAA,MMMM,aaaa,mmmm,AAAA,,f,g,girl
89,089,100089,Record # :089,3/30/13,11/12/13,11/12/13,3-30-13,11-12-13,not a date,2013-03-30,Saturday,Sat,Saturday,AAAA,NNNN,aaaa,nnnn,AAAA,,m,m,man,89,089,100089,Record # :089,3/30/13,11/12/13,11/12/13,3-30-13,11-12-13,not a date,2013-03-30,Saturday,Sat,Saturday,AAAA,NNNN,aaaa,nnnn,AAAA,,m,m,man,89,089,100089,Record # :089,3/30/13,11/12/13,11/12/13,3-30-13,11-12-13,not a date,2013-03-30,Saturday,Sat,Saturday,AAAA,NNNN,aaaa,nnnn,AAAA,,m,m,man
90,090,100090,Record # :090,3/31/13,11/12/13,not a date,3-31-13,11-12-13,not a date,2013-03-31,Sunday,Sun,BadDay,AAAA,OOOO,aaaa,oooo,AAAA,,f,f,friend,90,090,100090,Record # :090,3/31/13,11/12/13,not a date,3-31-13,11-12-13,not a date,2013-03-31,Sunday,Sun,BadDay,AAAA,OOOO,aaaa,oooo,AAAA,,f,f,friend,90,090,100090,Record # :090,3/31/13,11/12/13,not a date,3-31-13,11-12-13,not a date,2013-03-31,Sunday,Sun,BadDay,AAAA,OOOO,aaaa,oooo,AAAA,,f,f,friend
91,091,100091,Record # :091,4/1/13,11/12/13,11/12/13,4-1-13,11-12-13,11-12-13,2013-04-01,Monday,Mon,Monday,AAAA,PPPP,aaaa,pppp,AAAA,,m,b,m,91,091,100091,Record # :091,4/1/13,11/12/13,11/12/13,4-1-13,11-12-13,11-12-13,2013-04-01,Monday,Mon,Monday,AAAA,PPPP,aaaa,pppp,AAAA,,m,b,m,91,091,100091,Record # :091,4/1/13,11/12/13,11/12/13,4-1-13,11-12-13,11-12-13,2013-04-01,Monday,Mon,Monday,AAAA,PPPP,aaaa,pppp,AAAA,,m,b,m
92,092,100092,Record # :092,4/2/13,11/12/13,11/12/13,4-2-13,11-12-13,11-12-13,2013-04-02,Tuesday,Tue,Tuesday,AAAA,QQQQ,aaaa,qqqq,AAAA,,f,g,f,92,092,100092,Record # :092,4/2/13,11/12/13,11/12/13,4-2-13,11-12-13,11-12-13,2013-04-02,Tuesday,Tue,Tuesday,AAAA,QQQQ,aaaa,qqqq,AAAA,,f,g,f,92,092,100092,Record # :092,4/2/13,11/12/13,11/12/13,4-2-13,11-12-13,11-12-13,2013-04-02,Tuesday,Tue,Tuesday,AAAA,QQQQ,aaaa,qqqq,AAAA,,f,g,f
93,093,100093,Record # :093,4/3/13,11/12/13,11/12/13,4-3-13,11-12-13,11-12-13,2013-04-03,Wednesday,Wed,Wednesday,AAAA,RRRR,aaaa,rrrr,AAAA,,m,m,b,93,093,100093,Record # :093,4/3/13,11/12/13,11/12/13,4-3-13,11-12-13,11-12-13,2013-04-03,Wednesday,Wed,Wednesday,AAAA,RRRR,aaaa,rrrr,AAAA,,m,m,b,93,093,100093,Record # :093,4/3/13,11/12/13,11/12/13,4-3-13,11-12-13,11-12-13,2013-04-03,Wednesday,Wed,Wednesday,AAAA,RRRR,aaaa,rrrr,AAAA,,m,m,b
94,094,100094,Record # :094,4/4/13,11/12/13,11/12/13,4-4-13,11-12-13,11-12-13,2013-04-04,Thursday,Thu,Thursday,AAAA,SSSS,aaaa,ssss,AAAA,,f,f,g,94,094,100094,Record # :094,4/4/13,11/12/13,11/12/13,4-4-13,11-12-13,11-12-13,2013-04-04,Thursday,Thu,Thursday,AAAA,SSSS,aaaa,ssss,AAAA,,f,f,g,94,094,100094,Record # :094,4/4/13,11/12/13,11/12/13,4-4-13,11-12-13,11-12-13,2013-04-04,Thursday,Thu,Thursday,AAAA,SSSS,aaaa,ssss,AAAA,,f,f,g
95,095,100095,Record # :095,4/5/13,11/12/13,11/12/13,4-5-13,11-12-13,11-12-13,2013-04-05,Friday,Fri,Friday,AAAA,TTTT,aaaa,tttt,AAAA,,m,b,male,95,095,100095,Record # :095,4/5/13,11/12/13,11/12/13,4-5-13,11-12-13,11-12-13,2013-04-05,Friday,Fri,Friday,AAAA,TTTT,aaaa,tttt,AAAA,,m,b,male,95,095,100095,Record # :095,4/5/13,11/12/13,11/12/13,4-5-13,11-12-13,11-12-13,2013-04-05,Friday,Fri,Friday,AAAA,TTTT,aaaa,tttt,AAAA,,m,b,male
96,096,100096,Record # :096,4/6/13,11/12/13,11/12/13,4-6-13,11-12-13,11-12-13,2013-04-06,Saturday,Sat,Saturday,AAAA,UUUU,aaaa,uuuu,AAAA,,f,g,female,96,096,100096,Record # :096,4/6/13,11/12/13,11/12/13,4-6-13,11-12-13,11-12-13,2013-04-06,Saturday,Sat,Saturday,AAAA,UUUU,aaaa,uuuu,AAAA,,f,g,female,96,096,100096,Record # :096,4/6/13,11/12/13,11/12/13,4-6-13,11-12-13,11-12-13,2013-04-06,Saturday,Sat,Saturday,AAAA,UUUU,aaaa,uuuu,AAAA,,f,g,female
97,097,100097,Record # :097,4/7/13,11/12/13,11/12/13,4-7-13,11-12-13,11-12-13,2013-04-07,Sunday,Sun,Sunday,AAAA,VVVV,aaaa,vvvv,AAAA,,m,m,boy,97,097,100097,Record # :097,4/7/13,11/12/13,11/12/13,4-7-13,11-12-13,11-12-13,2013-04-07,Sunday,Sun,Sunday,AAAA,VVVV,aaaa,vvvv,AAAA,,m,m,boy,97,097,100097,Record # :097,4/7/13,11/12/13,11/12/13,4-7-13,11-12-13,11-12-13,2013-04-07,Sunday,Sun,Sunday,AAAA,VVVV,aaaa,vvvv,AAAA,,m,m,boy
98,098,100098,Record # :098,4/8/13,11/12/13,11/12/13,4-8-13,11-12-13,11-12-13,2013-04-08,Monday,Mon,Monday,AAAA,WWWW,aaaa,wwww,AAAA,,f,f,girl,98,098,100098,Record # :098,4/8/13,11/12/13,11/12/13,4-8-13,11-12-13,11-12-13,2013-04-08,Monday,Mon,Monday,AAAA,WWWW,aaaa,wwww,AAAA,,f,f,girl,98,098,100098,Record # :098,4/8/13,11/12/13,11/12/13,4-8-13,11-12-13,11-12-13,2013-04-08,Monday,Mon,Monday,AAAA,WWWW,aaaa,wwww,AAAA,,f,f,girl
99,099,100099,Record # :099,4/9/13,11/12/13,11/12/13,4-9-13,11-12-13,not a date,2013-04-09,Tuesday,Tue,Tuesday,AAAA,XXXX,aaaa,xxxx,AAAA,,m,b,man,99,099,100099,Record # :099,4/9/13,11/12/13,11/12/13,4-9-13,11-12-13,not a date,2013-04-09,Tuesday,Tue,Tuesday,AAAA,XXXX,aaaa,xxxx,AAAA,,m,b,man,99,099,100099,Record # :099,4/9/13,11/12/13,11/12/13,4-9-13,11-12-13,not a date,2013-04-09,Tuesday,Tue,Tuesday,AAAA,XXXX,aaaa,xxxx,AAAA,,m,b,man
100,100,100100,Record # :100,4/10/13,11/12/13,not a date,4-10-13,11-12-13,not a date,2013-04-10,Wednesday,Wed,BadDay,AAAA,YYYY,aaaa,yyyy,notuc,,f,g,friend,100,100,100100,Record # :100,4/10/13,11/12/13,not a date,4-10-13,11-12-13,not a date,2013-04-10,Wednesday,Wed,BadDay,AAAA,YYYY,aaaa,yyyy,notuc,,f,g,friend,100,100,100100,Record # :100,4/10/13,11/12/13,not a date,4-10-13,11-12-13,not a date,2013-04-10,Wednesday,Wed,BadDay,AAAA,YYYY,aaaa,yyyy,notuc,,f,g,friend
